"GiroX"	"GiroY"	"GiroZ"	"Class"
-4.17333333333333e-05	4.53333333333333e-06	0.000192533333333333	"Estable"
4.4e-06	4.66666666666667e-06	0.000132266666666667	"Estable"
-3.06666666666667e-06	-1.48e-05	8.6e-05	"Estable"
-6.72e-05	-1.66666666666667e-05	6.18666666666667e-05	"Estable"
-2.26666666666667e-05	2.93333333333333e-06	6.46666666666667e-05	"Estable"
1.01333333333333e-05	2.8e-06	6.96e-05	"Estable"
7.2e-06	-1.33333333333333e-07	0.000102	"Estable"
0.000121866666666667	1.46666666666667e-05	0.000174666666666667	"Estable"
5.09333333333333e-05	1.44e-05	0.000244133333333333	"Estable"
-4.46666666666667e-05	-2.8e-06	0.000223066666666667	"Estable"
-2.30666666666667e-05	-1.06666666666667e-06	0.0001908	"Estable"
-2.76e-05	-1.70666666666667e-05	0.000138933333333333	"Estable"
-0.000104133333333333	1.18666666666667e-05	0.0001584	"Estable"
2.58666666666667e-05	1.46666666666667e-05	0.0001824	"Estable"
2.04e-05	2.66666666666667e-07	0.0002456	"Estable"
-6.53333333333333e-06	-2.66666666666667e-06	0.000219466666666667	"Estable"
-6.46666666666667e-05	-3.49333333333333e-05	0.000105733333333333	"Estable"
-6.53333333333333e-06	1.58666666666667e-05	0.000135866666666667	"Estable"
-3.13333333333333e-05	-9.33333333333333e-06	0.0001944	"Estable"
3.04e-05	-7.06666666666667e-06	0.000138133333333333	"Estable"
-2.92e-05	-2.58666666666667e-05	7.38666666666667e-05	"Estable"
-4.42666666666667e-05	-2.97333333333333e-05	1.26666666666667e-05	"Estable"
-4.30666666666667e-05	-1.06666666666667e-05	0.0001596	"Estable"
-3.97333333333333e-05	-1.38666666666667e-05	0.000121066666666667	"Estable"
-0.000101066666666667	-1.37333333333333e-05	6.69333333333333e-05	"Estable"
-8.44e-05	-3.89333333333333e-05	9.64e-05	"Estable"
-2.2e-05	2.88e-05	0.000123333333333333	"Estable"
-1.38666666666667e-05	-9.33333333333334e-07	0.000221466666666667	"Estable"
2.30666666666667e-05	4.30666666666667e-05	0.000323733333333333	"Estable"
-2e-05	3.22666666666667e-05	0.000233333333333333	"Estable"
-8.50666666666667e-05	2.24e-05	0.000223733333333333	"Estable"
-0.000116266666666667	-8.93333333333333e-06	0.000306933333333333	"Estable"
-0.000101333333333333	-1.82666666666667e-05	0.000330533333333333	"Estable"
-3.53333333333333e-05	2.18666666666667e-05	0.000231866666666667	"Estable"
-1.56e-05	5.46666666666667e-06	0.0002916	"Estable"
-6.86666666666667e-05	-2e-06	0.0002376	"Estable"
-2.46666666666667e-05	1.12e-05	0.000328666666666667	"Estable"
-0.000127333333333333	-6e-06	0.000205333333333333	"Estable"
-7.36e-05	-7.86666666666667e-06	0.0002144	"Estable"
-6.96e-05	-1.42666666666667e-05	0.000245466666666667	"Estable"
-1.6e-05	-4.13333333333333e-06	5.46666666666667e-05	"Estable"
1.30666666666667e-05	-1.50666666666667e-05	0.00026	"Estable"
-1.46666666666667e-06	3.14666666666667e-05	0.000253466666666667	"Estable"
4.46666666666667e-05	4.4e-05	0.000318266666666667	"Estable"
3.37333333333333e-05	1.97333333333333e-05	0.000226533333333333	"Estable"
9.06666666666667e-05	3.72e-05	0.000380133333333333	"Estable"
4.53333333333333e-05	2.61333333333333e-05	0.0001828	"Estable"
3.46666666666667e-06	1.81333333333333e-05	0.000184533333333333	"Estable"
-8.93333333333333e-06	-8e-06	0.0001376	"Estable"
1.98666666666667e-05	8.93333333333333e-06	9.97333333333333e-05	"Estable"
3.94666666666667e-05	2.89333333333333e-05	0.000215333333333333	"Estable"
2.49333333333333e-05	3.69333333333333e-05	0.00024	"Estable"
3.64e-05	3.56e-05	0.000226533333333333	"Estable"
8.4e-06	2.45333333333333e-05	5.16e-05	"Estable"
4.93333333333333e-06	5.46666666666667e-06	8.29333333333333e-05	"Estable"
-1.10666666666667e-05	2.88e-05	0.000244933333333333	"Estable"
-5.2e-06	1.86666666666667e-05	0.000142933333333333	"Estable"
2.48e-05	1.32e-05	0.000121866666666667	"Estable"
2.13333333333333e-05	3.17333333333333e-05	4.22666666666667e-05	"Estable"
2.69333333333333e-05	5.01333333333333e-05	0.000106133333333333	"Estable"
2.97333333333333e-05	3.28e-05	0.000172	"Estable"
-2.21333333333333e-05	1.17333333333333e-05	8.18666666666667e-05	"Estable"
2.26666666666667e-05	3.37333333333333e-05	0.000155466666666667	"Estable"
0.000105733333333333	5.97333333333333e-05	0.0002024	"Estable"
-3.86666666666667e-06	2.12e-05	7.32e-05	"Estable"
3.33333333333333e-06	2.37333333333333e-05	6.58666666666667e-05	"Estable"
9.06666666666667e-06	3.96e-05	0.000180933333333333	"Estable"
1.48e-05	3.73333333333333e-05	0.000178133333333333	"Estable"
-5.86666666666667e-05	1.05333333333333e-05	0.000218666666666667	"Estable"
-0.000116	9.73333333333333e-06	0.000173333333333333	"Estable"
-2.66666666666667e-07	3.12e-05	0.0002764	"Estable"
-1.26666666666667e-05	3.58666666666667e-05	0.000213733333333333	"Estable"
-1.09333333333333e-05	1.29333333333333e-05	0.000114133333333333	"Estable"
7.06666666666667e-06	2.93333333333333e-05	0.0002544	"Estable"
-3.82666666666667e-05	-1.86666666666667e-06	0.000140933333333333	"Estable"
7.86666666666667e-06	1.86666666666667e-05	0.000212133333333333	"Estable"
-1.26666666666667e-05	2.17333333333333e-05	0.000241466666666667	"Estable"
-5.28e-05	2.32e-05	7.53333333333333e-05	"Estable"
-3.30666666666667e-05	1.74666666666667e-05	0.0001896	"Estable"
-1.93333333333333e-05	1.26666666666667e-05	7.50666666666667e-05	"Estable"
-4.48e-05	-7.73333333333333e-06	5.26666666666667e-05	"Estable"
-0.000229466666666667	-3.08e-05	1.37333333333333e-05	"Estable"
-1.33333333333333e-07	7.73333333333333e-06	0.0001608	"Estable"
-2.6e-05	2.66666666666667e-06	0.000131466666666667	"Estable"
-2.18666666666667e-05	4.49333333333333e-05	7.01333333333333e-05	"Estable"
-3.89333333333333e-05	1.37333333333333e-05	0.000157333333333333	"Estable"
-1.21333333333333e-05	2.97333333333333e-05	0.000178	"Estable"
2.26666666666667e-06	3.74666666666667e-05	0.000263466666666667	"Estable"
-0.000112933333333333	6.8e-06	0.000128666666666667	"Estable"
-3.82666666666667e-05	-8.13333333333333e-06	9.02666666666667e-05	"Estable"
-2.42666666666667e-05	-8e-07	3.06666666666667e-05	"Estable"
-6.05333333333333e-05	-1.84e-05	1.98666666666667e-05	"Estable"
-3.50666666666667e-05	-7.06666666666667e-06	1.85333333333333e-05	"Estable"
-5.02666666666667e-05	-1.17333333333333e-05	9.73333333333333e-05	"Estable"
-3.06666666666667e-05	1.41333333333333e-05	0.000142533333333333	"Estable"
-0.000171866666666667	-9.33333333333333e-06	0.0001148	"Estable"
-5.32e-05	-4.26666666666667e-06	2.4e-05	"Estable"
-5.54666666666667e-05	-2.56e-05	1.22666666666667e-05	"Estable"
-4.08e-05	1.33333333333333e-07	5.94666666666667e-05	"Estable"
-1.92e-05	2.69333333333333e-05	0.0001324	"Estable"
-7.02666666666667e-05	8.53333333333333e-06	7.29333333333333e-05	"Estable"
